id,rle_mask
f50ca50044,2732 2 2833 11 2932 17 3033 18 3133 21 3158 4 3168 3 3233 40 3334 43 3435 46 3536 48 3637 52 3722 2 3738 55 3796 39 3839 6363
0a39c86312,
a41122dbd8,1 4948 4950 98 5051 97 5152 96 5253 95 5354 94 5455 93 5556 92 5657 90 5758 89 5859 88 5960 86 6061 84 6162 82 6263 80 6364 77 6465 74 6566 72 6667 70 6768 68 6869 65 6970 63 7071 60 7172 56 7273 50 7374 45 7475 42 7576 39 7677 37 7778 36 7879 34 7985 28 8090 22 8197 14 8301 9 8404 4
b836a898b4,1 8881 8889 91 8990 89 9091 86 9192 85 9293 83 9394 81 9495 79 9596 77 9697 75 9798 73 9899 71 10000 69 10101 67
633a88f80a,
541f392605,25 77 127 76 228 76 330 75 432 74 534 73 636 72 737 72 839 71 941 70 1044 68 1146 67 1248 66 1350 65 1453 63 1556 61 1658 60 1761 58 1864 56 1966 55 2069 53 2172 51 2274 50 2376 49 2479 47 2581 46 2683 45 2785 44 2887 43 2989 42 3091 41 3193 40 3295 39 3397 38 3499 37 3601 36 3702 36 3804 35 3906 34 4008 33 4110 32 4212 31 4314 30 4415 30 4517 29 4619 28 4721 27 4823 26 4925 25 5027 24 5129 23 5231 22 5334 20 5436 19 5539 17 5642 15 5745 13 5848 11 5951 9 6053 8 6156 6 6258 5 6360 4 6462 3
5ce21107fa,
431ad89cf5,
6a2a9f1e1d,5553 3 5652 5 5752 6 5851 8 5950 10 6048 13 6147 15 6246 17 6344 20 6443 22 6542 24 6641 26 6740 28 6839 30 6938 32 7038 33 7138 34 7238 35 7338 36 7438 37 7538 38 7638 39 7738 40 7838 41 7938 42 8038 43 8138 44 8238 45 8337 47 8437 48 8536 50 8636 51 8735 53 8835 54 8934 56 9033 58 9133 59 9233 60 9332 62 9432 63 9532 64 9632 65 9731 67 9831 68 9930 70 10030 71 10131 71
7785879425,
8449ff9997,
3bb083c7b3,
1a7497f2c6,1 3020 3031 78 3132 68 3259 34
7e3f31ef05,
4eceea0d2a,
bcd6012819,
827491498a,83 19 184 19 285 19 385 20 486 20 587 20 688 20 789 20 890 20 991 20 1092 20 1194 19 1295 19 1397 18 1499 17 1601 16 1704 14 1806 13 1908 12 2011 10 2113 9 2215 8 2317 7 2420 5 2522 4 2624 3
4680a45404,
38a0a84353,
fdfe7e5987,76 26 177 26 278 26 379 26 480 26 580 27 681 27 782 27 883 27 983 28 1084 28 1185 28 1286 28 1386 29 1487 29 1588 29 1689 29 1790 29 1891 29 1992 29 2093 29 2194 29 2295 29 2397 28 2498 28 2599 28 2700 28 2801 28 2902 28 3003 28 3104 28 3205 28 3307 27 3408 27 3509 27 3610 27 3711 27 3812 27 3913 27 4015 26 4116 26 4217 26 4318 26 4419 26 4520 26 4621 26 4722 26 4823 26 4924 26 5025 26 5126 26 5227 26 5328 26 5429 26 5530 26 5631 26 5732 26 5833 26 5934 26 6035 26 6136 26 6237 26 6337 27 6438 27 6539 27 6640 27 6741 27 6842 27 6943 27 7044 27 7145 27 7246 27 7347 27 7448 27 7549 27 7650 27 7751 27 7852 27 7953 27 8054 27 8155 27 8256 27 8357 27 8457 28 8558 28 8659 28 8759 29 8860 29 8961 29 9061 30 9162 30 9263 30 9364 30 9465 30 9566 30 9667 30 9768 30 9869 30 9970 30 10071 30 10172 30
6e9484138d,22 80 122 81 223 81 323 82 423 83 523 84 623 85 723 86 822 88 923 88 1022 90 1122 91 1222 92 1322 93 1422 94 1522 95 1622 96 1721 8481
38c805312f,2 82 102 84 203 83 304 83 405 83 506 83 607 83 708 83 809 83 910 83 1011 83 1112 84 1213 85 1314 85 1415 86 1516 87 1617 88 1718 88 1819 89 1920 90 2021 91 2122 91 2223 92 2324 92 2425 93 2526 93 2627 93 2728 93 2829 92 2930 92 3031 91 3132 91 3233 90 3334 90 3435 90 3536 89 3637 89 3738 89 3839 89 3940 89 4041 90 4155 77 4264 70 4371 65 4476 62 4581 59 4685 57 4789 55 4893 54 4997 54 5100 52 5202 51 5305 49 5407 48 5509 47 5611 46 5713 45 5815 44 5916 44 6018 43 6120 42 6222 41 6324 40 6426 39 6528 38 6630 37 6733 35 6835 34 6938 32 7040 31 7143 29 7245 28 7347 27 7450 25 7552 24 7655 22 7757 21 7860 19 7963 17 8066 15 8170 12 8274 9 8378 6 8481 4 8584 2
b8d01a893a,
5415f36431,1 3434 3436 100 3538 99 3640 98 3741 98 3842 98 3944 97 4045 97 4146 97 4247 97 4348 97 4449 97 4550 97 4651 97 4752 97 4853 97 4953 98 5054 98 5155 98 5256 98 5357 98 5458 98 5559 98 5660 98 5761 98 5861 99 5961 96 6061 95 6162 94 6263 92 6364 90 6465 88 6566 87 6667 85 6768 83 6869 81 6970 79 7071 77 7172 75 7273 72 7374 69 7475 66 7576 63 7677 60 7778 56 7879 53 7980 50 8081 47 8182 45 8283 43 8384 41 8485 39 8586 37 8687 33 8788 26 8889 6
e5fc8cb081,3030 1 3128 4 3227 6 3325 9 3422 13 3519 17 3616 21 3714 24 3812 27 3912 28 4011 30 4112 30 4212 31 4312 32 4413 32 4513 33 4614 33 4715 33 4816 33 4918 32 5019 32 5120 32 5221 32 5322 32 5423 32 5524 32 5625 32 5726 32 5827 32 5928 32 6030 31 6131 31 6233 30 6335 29 6437 28 6540 26 6645 22 6752 16 6859 10 6965 5 7068 3
267d02b0fd,
649c70eab7,79 23 179 24 280 24 380 25 480 26 580 27 680 28 780 29 880 30 980 31 1080 32 1180 33 1280 34 1379 36 1479 37 1578 39 1678 40 1777 42 1876 44 1974 47 2073 49 2171 52 2269 55 2367 58 2465 61 2563 64 2661 67 2759 70 2858 72 2957 74 3056 76 3155 78 3254 80 3353 82 3452 84 3551 86 3650 88 3750 89 3850 90 3950 91 4050 92 4151 92 4251 93 4352 93 4452 94 4553 94 4654 94 4755 94 4856 94 4957 94 5057 95 5158 95 5258 96 5358 97 5458 98 5558 99 5658 4544
77e259c418,
7819882e1a,
ca9f801c0a,
2abbb11546,
ce61662084,604 3 702 6 800 9 897 13 994 17 1090 22 1185 28 1281 33 1378 37 1475 41 1571 46 1667 51 1764 55 1860 60 1957 64 2055 67 2153 70 2251 73 2349 76 2448 78 2546 81 2645 83 2744 85 2843 87 2942 89 3041 91 3140 93 3239 95 3337 6865
dbfbead279,1 7472 7475 96 7576 94 7677 91 7778 89 7879 88 7980 86 8081 84 8182 82 8283 81 8384 79 8485 77 8586 75 8687 72 8788 70 8889 67 8990 65 9091 63 9192 61 9293 59 9394 57 9495 55 9596 53 9697 51 9798 50 9899 48 10000 47 10101 47
ff52c8f5f2,8179 3 8278 5 8378 6 8477 8 8577 9 8676 11 8775 13 8875 14 8974 16 9074 17 9174 18 9273 20 9373 21 9473 22 9573 23 9673 24 9773 25 9873 26 9973 27 10073 28 10174 28
bb875e35ab,1 49 102 49 203 49 304 48 405 48 506 48 607 47 708 47 809 47 910 47 1011 47 1112 47 1213 47 1314 47 1415 47 1516 48 1617 48 1718 48 1819 49 1920 49 2021 50 2122 50 2223 51 2324 51 2425 52 2526 52 2627 53 2728 54 2829 54 2930 55 3031 55 3132 56 3233 56 3334 57 3435 58 3536 59 3637 60 3738 61 3839 62 3940 63 4041 64 4142 65 4243 66 4344 67 4445 69 4546 70 4647 71 4748 72 4849 73 4950 74 5051 76 5152 77 5253 79 5354 81 5455 82 5556 84 5657 86 5758 87 5859 89 5960 90 6061 91 6162 92 6263 93 6364 94 6465 95 6566 96 6667 96 6768 96 6869 96 6970 95 7071 95 7172 94 7273 93 7374 92 7475 92 7576 91 7677 90 7778 89 7879 88 7980 87 8081 86 8182 85 8283 83 8384 81 8485 78 8586 75 8687 71 8788 67 8889 64 8990 62 9091 61 9192 59 9293 58 9394 57 9495 56 9596 56 9697 55 9798 55 9899 54 10000 55 10101 54
86bb8ddfe4,
53f97a1a88,
8ee70d5955,30 72 132 71 234 70 337 68 439 67 542 65 645 63 747 62 850 60 953 58 1055 57 1158 55 1261 53 1364 51 1467 49 1570 47 1673 45 1776 43 1879 41 1982 39 2085 37 2188 35 2290 34 2393 32 2495 31 2598 29 2700 28 2803 26 2905 25 3008 23 3110 22 3212 21 3314 20 3416 19 3518 18 3620 17 3722 16 3824 15 3926 14 4028 13 4130 12 4232 11 4334 10 4436 9 4538 8 4639 8 4741 7 4843 6 4944 6 5046 5 5148 4 5249 4 5350 4 5452 3 5553 3 5655 2 5757 1
4d6522470e,
7c8b940bba,4138 4 4229 14 4312 32 4401 44 4495 51 4590 57 4687 61 4784 65 4881 69 4979 72 5077 75 5174 79 5271 83 5368 87 5466 90 5564 93 5663 95 5762 97 5861 4341
c37a17f712,
32a40874f0,5452 3 5549 7 5645 12 5741 17 5835 24 5926 34 6013 48 6107 55 6203 60 6299 65 6393 72 6487 79 6582 85 6676 3526
0c4aea0dc8,58 44 159 44 261 43 362 43 464 42 565 42 667 41 769 40 870 40 972 39 1074 38 1176 37 1278 36 1380 35 1483 33 1585 32 1688 30 1791 28 1894 26 1997 24 2100 22 2203 20 2306 18 2409 16 2512 14 2614 13 2716 12 2817 12 2919 11 3020 11 3121 11 3222 11 3322 12 3423 12 3523 13 3623 14 3724 14 3824 15 3924 16 4025 16 4126 16 4229 14 4331 13 4434 11 4537 9 4640 7 4743 5 4846 3
a2d7f0563a,70 32 171 32 272 32 372 33 473 33 574 33 676 32 777 32 879 31 982 29 1084 28 1187 26 1290 24 1393 22 1496 20 1599 18 1701 17 1804 15 1906 14 2008 13 2110 12 2211 12 2313 11 2414 11 2516 10 2616 11 2717 11 2818 11 2918 12 3019 12 3119 13 3220 13 3321 13 3422 13 3523 13 3625 12 3726 12 3828 11 3929 11 4030 11 4132 10 4233 10 4333 11 4434 11 4534 12 4635 12 4735 13 4835 14 4934 16 5034 17 5133 19 5232 21 5331 23 5430 25 5529 27 5628 29 5728 30 5828 31 5928 32 6029 32 6131 31 6233 30 6335 29 6437 28 6540 26 6642 25 6745 23 6847 22 6949 21 7051 20 7152 20 7254 19 7355 19 7457 18 7558 18 7659 18 7760 18 7861 18 7962 18 8063 18 8164 18 8265 18 8365 19 8465 20 8566 20 8666 21 8766 22 8865 24 8965 25 9064 27 9164 28 9263 30 9363 31 9463 32 9563 33 9663 34 9763 35 9863 36 9964 36 10064 37 10165 37
db102119c2,
5eff7a6eb2,22 80 123 80 224 80 325 80 426 80 527 80 629 79 730 79 832 78 934 77 1036 76 1137 76 1240 74 1342 73 1444 72 1546 71 1649 69 1752 67 1854 66 1957 64 2060 62 2162 61 2264 60 2367 58 2470 56 2572 55 2675 53 2778 51 2881 49 2984 47 3087 45 3190 43 3293 41 3397 38 3500 36 3603 34 3706 32 3809 30 3911 29 4014 27 4116 26 4219 24 4321 23 4423 22 4526 20 4628 19 4730 18 4832 17 4934 16 5037 14 5139 13 5242 11 5344 10 5447 8 5550 6 5652 5 5755 3
cd85f4b39b,199 3 300 4 394 11 491 15 591 16 690 18 712 2 767 7 789 20 811 5 863 24 888 22 911 8 957 54 1012 10 1054 71 1131 11 1152 97 1250 8952
b7aa650710,1 22 102 23 203 23 304 23 405 23 506 23 607 24 708 24 809 24 910 25 1011 25 1112 25 1213 26 1314 26 1415 27 1516 27 1617 28 1718 28 1819 29 1920 29 2021 30 2122 30 2223 31 2324 32 2425 33 2526 35 2627 36 2728 37 2829 39 2930 41 3031 42 3132 44 3233 45 3334 47 3435 48 3536 49 3637 50 3740 49 3843 48 3945 48 4047 48 4149 49 4252 48 4353 50 4456 51 4557 53 4660 54 4762 57 4864 58 4966 60 5068 60 5170 61 5272 61 5373 62 5475 63 5577 63 5678 64 5780 64 5882 65 5983 66 6085 66 6187 67 6288 68 6390 69 6492 69 6594 69 6696 71 6798 71 6900 70 7001 70 7104 68 7205 68 7308 66 7410 65 7512 64 7614 63 7716 62 7818 61 7920 60 8023 58 8125 57 8227 56 8329 55 8431 54 8533 53 8635 52 8737 51 8839 50 8941 49 9043 48 9145 47 9247 46 9349 45 9451 44 9553 43 9655 42 9756 42 9858 41 9960 40 10061 40 10162 40
5ae05ab401,90 10 190 12 292 12 391 14 491 15 591 16 692 16 792 17 892 18 992 19 1093 19 1193 20 1293 21 1394 21 1494 22 1594 23 1694 24 1795 24 1895 20 1995 19 2096 17 2196 17 2297 16 2397 16 2497 16 2597 16 2698 15 2798 15 2898 15 2998 16 3098 16 3198 17 3298 17 3398 18 3498 18 3597 20 3697 21 3797 21 3897 22 3997 23 4097 23 4197 24 4297 24 4396 26 4496 26 4595 28 4694 29 4793 31 4893 31 4991 34 5090 35 5189 36 5287 39 5386 40 5484 43 5583 45 5681 47 5780 49 5878 52 5976 55 6074 57 6172 60 6270 63 6368 66 6465 70 6566 70 6667 69 6768 69 6869 68 6970 67 7071 66 7172 64 7273 63 7374 61 7475 60 7576 59 7677 57 7778 56 7879 55 7980 53 8081 52 8182 50 8283 48 8384 46 8485 43 8586 41 8687 38 8788 35 8889 32 8990 29 9091 26 9192 22 9293 19 9394 16 9495 14 9596 12 9697 11 9798 9 9899 8 10000 8 10101 7
a1f8f97ec0,1 91 102 91 203 90 304 89 405 88 506 87 607 87 708 86 809 85 910 84 1011 83 1112 82 1213 81 1314 81 1415 80 1516 79 1617 78 1718 77 1819 76 1920 75 2021 75 2122 74 2223 73 2324 73 2425 72 2526 72 2627 71 2728 70 2829 69 2930 69 3031 68 3132 67 3233 67 3334 66 3435 66 3536 65 3637 65 3738 64 3839 64 3940 64 4041 63 4142 63 4243 63 4344 63 4445 62 4546 62 4647 62 4748 62 4849 61 4950 61 5051 61 5152 61 5253 61 5354 61 5455 61 5556 61 5657 61 5758 60 5859 60 5960 60 6061 59 6162 59 6263 58 6364 57 6465 56 6566 55 6667 54 6768 53 6869 53 6970 52 7071 51 7172 50 7273 49 7374 49 7475 48 7576 48 7677 48 7778 47 7879 47 7980 47 8081 47 8182 46 8283 46 8384 46 8485 46 8586 46 8687 46 8788 46 8889 46 8990 46 9091 47 9192 47 9293 47 9394 47 9495 48 9596 48 9697 48 9798 49 9899 49 10000 50 10101 50
bfd73ece7a,1 4945 4950 95 5051 94 5152 92 5253 91 5354 90 5455 89 5556 89 5657 88 5758 87 5859 86 5960 85 6061 84 6162 83 6263 82 6364 80 6465 79 6566 78 6667 77 6768 75 6869 74 6970 73 7071 73 7172 72 7273 70 7374 69 7475 67 7576 66 7677 64 7778 61 7879 58 7980 56 8081 52 8182 48 8283 44 8384 40 8485 37 8586 33 8687 29 8788 26 8889 22 8990 18 9091 15 9192 12 9293 9 9394 5 9495 2
4811bce9be,
f2d3d06909,37 65 138 65 240 64 341 64 442 64 544 63 645 63 747 62 848 62 949 62 1050 62 1151 62 1252 62 1352 63 1452 64 1553 64 1653 65 1753 66 1853 67 1953 68 2054 68 2154 69 2254 70 2354 71 2455 71 2555 72 2656 72 2757 72 2858 72 2959 72 3060 72 3161 72 3262 72 3363 72 3464 72 3565 72 3666 72 3768 71 3869 71 3971 70 4072 70 4174 69 4276 68 4377 68 4479 67 4581 66 4683 65 4785 64 4886 64 4988 63 5090 62 5191 62 5293 61 5395 60 5496 60 5597 60 5698 60 5800 59 5901 59 6002 59 6103 59 6204 59 6305 59 6406 59 6507 59 6608 59 6709 59 6811 58 6912 58 7013 58 7114 58 7215 58 7317 57 7418 57 7520 56 7621 56 7722 56 7823 56 7925 55 8026 55 8127 55 8228 55 8329 55 8430 55 8531 55 8631 56 8732 56 8833 56 8934 56 9035 56 9135 57 9236 57 9336 58 9437 58 9538 58 9638 59 9739 59 9839 60 9940 60 10041 60 10142 60
36ddf39bf0,
3dfca0b816,
10391aefa5,
8c14de9fb8,
c66acd78a9,1 79 102 79 203 78 304 78 405 77 506 77 607 76 708 76 809 75 910 75 1011 74 1112 74 1213 73 1314 72 1415 72 1516 71 1617 70 1718 68 1819 67 1920 65 2021 64 2122 62 2223 60 2324 59 2425 57 2526 56 2627 54 2728 52 2829 50 2930 47 3031 42 3132 38 3233 36 3334 34 3435 31 3536 29 3637 26 3738 23 3839 20 3940 16 4041 11 4142 7 4243 5 4344 3
8779738220,
999d21abf1,75 27 175 28 275 29 374 31 473 33 572 35 672 36 770 39 869 41 968 43 1067 45 1166 47 1265 49 1364 51 1464 52 1563 54 1663 55 1763 56 1864 56 1964 57 2064 58 2164 59 2264 60 2365 60 2465 61 2564 63 2664 64 2763 66 2862 68 2962 69 3060 72 3159 74 3257 77 3355 80 3453 83 3552 85 3650 88 3748 91 3846 94 3944 6258
fa6d82463a,
eb46ed5de8,
3e871346f4,
f369ff14ab,4950 11 5051 40 5107 5095
dabe63a77d,20 82 121 82 222 82 323 82 424 82 525 82 626 31 668 40 727 29 773 36 828 28 877 33 929 26 981 30 1030 25 1085 27 1131 24 1190 23 1232 23 1295 19 1333 23 1400 15 1434 22 1505 11 1535 22 1610 7 1636 22 1714 4 1737 22 1838 22 1939 21 2040 21 2140 22 2241 22 2342 22 2443 22 2543 23 2644 23 2745 23 2846 23 2946 23 3047 23 3147 24 3248 24 3348 25 3449 25 3549 25 3650 25 3750 26 3850 27 3951 27 4051 28 4151 30 4252 30 4352 31 4452 32 4551 35 4651 36 4749 39 4849 41 4950 41 5051 41 5152 41 5253 41 5354 41 5455 41 5556 41 5657 40 5758 40 5859 40 5960 39 6061 39 6162 38 6263 38 6364 37 6465 37 6566 36 6667 36 6768 35 6869 35 6970 35 7071 34 7172 34 7273 34 7374 34 7475 34 7576 34 7677 34 7778 34 7879 35 7980 35 8081 35 8182 35 8283 35 8384 36 8485 36 8586 36 8687 36 8788 36 8889 36 8990 36 9091 37 9192 37 9293 37 9394 38 9495 38 9596 38 9697 39 9798 39 9899 40 10000 40 10101 41
604c708fe5,
95abc7000c,
2a5db8e4f7,7271 2 7371 3 7471 4 7572 4 7672 5 7772 6 7873 6 7972 8 8073 8 8173 9 8273 10 8372 12 8472 13 8572 14 8672 15 8772 16 8872 17 8972 18 9072 19 9172 20 9272 21 9372 22 9472 23 9572 24 9672 25 9772 26 9872 27 9972 28 10073 28 10173 29
44e905e599,6 96 107 96 208 96 308 97 409 97 509 98 610 98 711 98 812 98 912 99 1013 99 1113 706 1820 100 1922 99 2024 98 2125 98 2226 98 2327 98 2428 98 2530 97 2631 97 2731 98 2832 98 2933 98 3034 98 3135 98 3236 98 3337 98 3438 98 3540 97 3641 97 3742 97 3844 96 3945 96 4046 96 4147 96 4248 96 4350 95 4451 95 4552 95 4653 95 4755 94 4856 94 4957 94 5058 94 5159 94 5260 94 5361 94 5462 94 5563 94 5664 94 5765 94 5866 94 5967 94 6068 94 6169 94 6270 94 6371 94 6472 94 6573 94 6674 94 6775 94 6876 94 6977 94 7078 94 7180 93 7281 93 7382 93 7483 93 7584 93 7685 93 7786 93 7887 93 7988 93 8089 93 8191 92 8292 92 8393 92 8495 91 8596 91 8698 90 8799 90 8900 90 9002 89 9103 89 9205 88 9306 88 9407 88 9508 88 9609 88 9710 88 9811 88 9913 87 10014 87 10115 87
d666f65d34,
adc797b5b9,
2ed02fc499,
3e613b4906,48 54 149 54 250 54 351 54 452 54 553 54 655 53 756 53 857 53 958 53 1060 52 1161 52 1262 52 1363 52 1465 51 1566 51 1668 50 1769 50 1870 50 1971 50 2072 50 2174 49 2275 49 2376 49 2478 48 2579 48 2681 47 2783 46 2884 46 2986 45 3087 45 3189 44 3290 44 3392 43 3493 43 3594 43 3696 42 3797 42 3898 42 3999 42 4100 42 4201 42 4302 42 4403 42 4504 42 4605 42 4706 42 4807 42 4908 42 5010 41 5111 41 5212 41 5314 40 5415 40 5517 39 5619 38 5721 37 5823 36 5925 35 6027 34 6129 33 6231 32 6334 30 6436 29 6538 28 6641 26 6743 25 6846 23 6949 21 7052 19 7155 17 7258 15 7360 14 7463 12 7564 12 7665 12 7767 11 7867 12 7968 12 8068 13 8168 14 8268 15 8367 17 8467 18 8567 19 8667 20 8768 20 8869 20 8969 21 9070 21 9171 21 9272 21 9373 21 9473 22 9574 22 9675 22 9776 22 9877 22 9978 22 10079 22 10180 22
e47e42d98b,1 92 102 92 203 91 304 91 405 90 506 89 607 88 708 87 809 86 910 85 1011 84 1112 83 1213 83 1314 82 1415 81 1516 80 1617 80 1718 79 1819 79 1920 78 2021 77 2122 76 2223 75 2324 74 2425 73 2526 72 2627 71 2728 69 2829 68 2930 68 3031 67 3132 66 3233 66 3334 65 3435 65 3536 65 3637 65 3738 65 3839 66 3940 66 4041 66 4142 67 4243 67 4344 67 4445 67 4546 67 4647 67 4748 66 4849 65 4950 65 5051 64 5152 63 5253 62 5354 62 5455 61 5556 60 5657 60 5758 60 5859 59 5960 59 6061 59 6162 59 6263 59 6364 59 6465 59 6566 60 6667 60 6768 60 6869 61 6970 61 7071 62 7172 62 7273 63 7374 63 7475 64 7576 64 7677 64 7778 64 7879 64 7980 64 8081 64 8182 63 8283 63 8384 63 8485 63 8586 63 8687 63 8788 63 8889 63 8990 64 9091 64 9192 64 9293 64 9394 65 9495 65 9596 66 9697 66 9798 67 9899 67 10000 67 10101 67
c551ed5fad,41 39 142 39 242 39 343 39 443 39 543 39 643 38 742 39 842 39 942 38 1041 39 1141 38 1241 37 1341 36 1441 35 1541 34 1641 34 1741 33 1842 32 1942 32 2042 32 2143 32 2243 32 2343 33 2444 33 2544 34 2645 34 2745 34 2846 34 2946 35 3046 36 3147 36 3248 36 3348 37 3449 38 3549 39 3650 39 3751 39 3852 39 3953 39 4054 39 4155 40 4257 39 4358 40 4460 39 4561 40 4663 39 4765 39 4866 39 4968 39 5070 38 5171 39 5272 39 5373 39 5475 39 5575 40 5676 40 5777 40 5878 40 5978 41 6079 41 6179 42 6280 41 6380 42 6480 43 6581 43 6681 43 6781 44 6882 44 6982 45 7082 45 7182 46 7283 46 7383 47 7483 48 7584 48 7684 49 7785 49 7885 50 7986 50 8086 51 8187 50 8288 50 8389 50 8490 50 8591 50 8692 50 8793 50 8894 50 8994 51 9095 51 9196 51 9296 52 9397 52 9497 53 9597 55 9697 56 9798 57 9899 57 10000 57 10101 58
ea69f29606,2726 2 2826 3 2926 4 3025 6 3125 7 3225 8 3325 9 3425 10 3526 10 3626 11 3727 11 3827 12 3928 12 4029 12 4130 12 4231 12 4332 12 4433 12 4534 12 4635 12 4736 12 4837 12 4937 13 5038 13 5138 14 5239 14 5340 14 5440 15 5540 16 5641 16 5741 17 5842 17 5942 18 6043 18 6143 19 6244 19 6344 20 6445 20 6546 20 6647 20 6747 21 6848 21 6948 22 7049 22 7150 22 7251 22 7351 23 7452 23 7553 23 7654 23 7755 23 7856 23 7957 23 8058 23 8160 22 8261 22 8362 22 8463 22 8564 22 8665 22 8766 22 8868 21 8970 20 9071 20 9172 20 9274 19 9375 19 9477 18 9578 18 9680 17 9781 17 9883 16 9984 16 10085 16 10186 16
bec7c0ff21,1 43 102 43 203 43 304 43 405 43 506 43 607 43 708 43 809 43 910 43 1011 44 1112 45 1213 45 1314 46 1415 47 1516 47 1617 48 1718 48 1819 48 1920 48 2021 47 2122 47 2223 46 2324 45 2425 44 2526 43 2627 41 2728 39 2829 36 2930 34 3031 30 3132 27 3233 23 3334 19 3435 15 3536 10 3637 7 3738 5 3839 2
d3e581916e,1 71 102 71 203 70 304 70 405 69 507 68 610 65 712 64 814 63 915 63 1017 62 1119 61 1220 61 1322 60 1423 60 1525 59 1627 58 1728 58 1830 57 1932 56 2033 56 2135 54 2237 53 2338 52 2440 50 2542 47 2644 45 2745 44 2847 42 2949 40 3050 39 3152 37 3254 35 3355 34 3457 33 3558 32 3659 32 3761 30 3862 30 3963 30 4065 29 4167 28 4269 31 4371 34 4474 10 4492 17 4595 14 4696 14 4798 12 4900 10 5002 8 5106 2
07b92247d3,1 41 102 40 203 40 304 40 405 40 506 40 607 40 708 40 809 39 910 39 1011 39 1112 39 1213 39 1314 39 1415 39 1516 39 1617 39 1718 39 1819 39 1920 39 2021 39 2122 39 2223 39 2324 39 2425 39 2526 39 2627 39 2728 40 2829 40 2930 40 3031 40 3132 40 3233 40 3334 40 3435 40 3536 40 3637 40 3738 40 3839 40 3940 40 4041 41 4142 41 4243 41 4344 41 4445 42 4546 42 4647 42 4748 43 4849 43 4950 43 5051 44 5152 44 5253 44 5354 44 5455 45 5556 45 5657 45 5758 45 5859 45 5960 46 6061 46 6162 46 6263 46 6364 46 6465 46 6566 46 6667 46 6768 46 6869 46 6970 46 7071 46 7172 46 7273 46 7374 46 7475 46 7576 46 7677 46 7778 46 7879 46 7980 46 8081 47 8182 47 8283 47 8384 47 8485 48 8586 48 8687 48 8788 49 8889 49 8990 50 9091 50 9192 51 9293 51 9394 52 9495 53 9596 53 9697 54 9798 55 9899 55 10000 56 10101 57
9c14cb5581,
efa4499cd9,
28639f0d4e,1 8637 8646 84 8756 71 8862 63 8968 54 9073 44 9188 24 9293 14 9394 6
737f39881c,1 8271 8283 54 8384 29 8485 22 8586 17 8687 6
426cec9dd2,
285d6a6e97,
04710d36cf,51 51 153 50 254 50 357 48 460 46 563 44 666 42 768 41 870 40 972 39 1075 37 1177 36 1279 35 1382 33 1485 31 1587 30 1690 28 1792 27 1894 26 1997 24 2098 24 2200 23 2302 22 2404 21 2506 20 2607 20 2708 20 2810 19 2912 18 3013 18 3115 17 3217 16 3318 16 3420 15 3523 13 3625 12 3728 10 3831 8 3934 6 4037 4 4141 1
593c918ee5,
783f585c78,
b3075bc7c0,1 2222 2240 84 2345 80 2451 75 2555 72 2660 68 2765 64 2872 58 2979 52 3088 44 3195 38 3301 33 3408 27 3514 22 3618 19 3722 16 3826 13 3929 11 4032 9 4135 7 4237 6 4339 5 4443 2
79a4692349,
d69abbca50,
356dd015ba,3838 1 3939 1 4040 1 4140 2 4241 2 4341 3 4442 3 4543 3 4644 3 4745 3 4845 4 4946 4 5047 4 5148 4 5249 4 5350 4 5450 5 5551 5 5652 5 5753 5 5853 6 5954 6 6055 6 6155 7 6256 7 6357 7 6457 8 6558 8 6659 8 6760 8 6862 7 6963 7 7065 6 7166 6 7268 5 7369 5 7471 4 7572 4 7674 3 7775 3 7876 3 7977 3 8078 3 8179 3 8279 4 8380 4 8480 5 8580 6 8680 7 8780 8 8881 8 8981 9 9081 10 9182 10 9282 11 9382 12 9483 12 9583 13 9683 14 9783 15 9884 15 9984 16 10085 16 10186 16
d14060225a,2727 1 2825 4 2925 5 3025 6 3124 8 3223 10 3322 12 3421 14 3520 16 3619 18 3719 19 3819 20 3920 20 4022 19 4123 19 4225 18 4326 18 4428 17 4529 17 4630 17 4731 17 4832 17 4932 18 5033 18 5133 19 5233 20 5333 21 5432 23 5532 24 5631 26 5731 27 5830 29 5930 30 6029 32 6129 33 6228 35 6328 36 6427 38 6526 40 6624 43 6722 46 6820 49 6918 52 7016 55 7113 59 7209 64 7306 68 7402 73 7498 78 7596 81 7694 84 7792 87 7891 89 7989 92 8087 95 8185 1714 9901 99 10002 99 10104 98
60738ba31e,
